doc_id,title,authors,year,source_type,venue_or_publisher,doc_category,topic_tag,doi_or_url,retrieved_date,inclusion_status,exclusion_reason,filename
DOC038,"A review of atmospheric microplastics pollution: In-depth sighting of sources, analytical methods, physiognomies, transport and risks",Munyaneza J.; Jia Q.; Qaraah F.A.; Hossain M.F.; Wu C.; Zhen H.; Xiu G.,2022,peer_reviewed,Science of the Total Environment,science,review,10.1016/j.scitotenv.2022.153339,03/07/2026,include,,DOC038.pdf
DOC039,A review on advancements in atmospheric microplastics research: The pivotal role of machine learning,Yang J.; Peng Z.; Sun J.; Chen Z.; Niu X.; Xu H.; Ho K.-F.; Cao J.; Shen Z.,2024,peer_reviewed,Science of the Total Environment,science,methods,10.1016/j.scitotenv.2024.173966,03/07/2026,include,,DOC039.pdf
DOC040,Human Exposure to Ambient Atmospheric Microplastics in a Megacity: Spatiotemporal Variation and Associated Microorganism-Related Health Risk,Xu L.; Bai X.; Li K.; Zhang G.; Zhang M.; Hu M.; Huang Y.,2024,peer_reviewed,Environmental Science & Technology,science,health,10.1021/acs.est.3c09271,03/07/2026,include,,DOC040.pdf
DOC041,"Breathing plastics in Metro Manila, Philippines: presence of suspended atmospheric microplastics in ambient air",Romarate R.A. II; Ancla S.M.B.; Patilan D.M.M.; Inocente S.A.T.; Pacilan C.J.M.; Sinco A.L.; Guihawan J.Q.; Capangpangan R.Y.; Lubguban A.A.; Bacosa H.P.,2023,peer_reviewed,Environmental Science and Pollution Research,science,sources,10.1007/s11356-023-26117-y,03/07/2026,include,,DOC041.pdf
DOC042,Potential impacts of atmospheric microplastics and nanoplastics on cloud formation processes,Aeschlimann M.; Li G.; Kanji Z.A.; Mitrano D.M.,2022,peer_reviewed,Nature Geoscience,science,transport,10.1038/s41561-022-01051-9,03/07/2026,include,,DOC042.pdf
DOC043,Air pollution and its impacts on health: Focus on microplastics and nanoplastics,Wang Y.-L.; Lin Y.-C.; Liu W.-C.; Lee Y.-H.; Chiu H.-W.,2025,peer_reviewed,Ecotoxicology and Environmental Safety,science,health,10.1016/j.ecoenv.2025.118402,03/07/2026,include,,DOC043.pdf
DOC044,Atmospheric micro (nano) plastics: future growing concerns for human health,Bhat M.A.; Gedik K.; Gaga E.O.,2023,peer_reviewed,"Air Quality, Atmosphere & Health",science,review,10.1007/s11869-022-01272-2,03/07/2026,include,,DOC044.pdf
DOC045,Plastic Smell: A Review of the Hidden Threat of Airborne Micro and Nanoplastics to Human Health and the Environment,Casella C.; Cornelli U.; Ballaz S.; Zanoni G.; Merlo G.; Ramos-Guerrero L.,2025,peer_reviewed,Toxics,science,review,10.3390/toxics13050387,03/07/2026,include,,DOC045.pdf
DOC046,Atmospheric microplastic and nanoplastic: The toxicological paradigm on the cellular system,Choudhury A.; Simnani F.Z.; Singh D.; Patel P.; Sinha A.; Nandi A.; Ghosh A.; Saha U.; Kumari K.; Jaganathan S.K.,2023,peer_reviewed,Ecotoxicology and Environmental Safety,science,health,10.1016/j.ecoenv.2023.115018,03/07/2026,include,,DOC046.pdf
DOC047,Microplastics and nanoplastics in the marine-atmosphere environment,Allen D.; Allen S.; Abbasi S.; et al.,2022,peer_reviewed,Nature Reviews Earth & Environment,science,review,10.1038/s43017-022-00292-x,03/07/2026,include,,DOC047.pdf
DOC048,An Atmospheric Chemistry Perspective on Airborne Micro- and Nanoplastic Particles,Zhang Y.; Slade J.H.; Ault A.P.; Chan A.W.H.,2025,peer_reviewed,Environmental Science & Technology,science,transport,10.1021/acs.est.5c03264,03/07/2026,include,,DOC048.pdf
DOC049,Ecological and human health risks of atmospheric microplastics (MPs): a review,Yao X.; Luo X.-S.; Fan J.; Zhang T.; Li H.; Wei Y.,2022,peer_reviewed,Environmental Science: Atmospheres,science,review,10.1039/d2ea00041e,03/07/2026,include,,DOC049.pdf
DOC050,"Atmospheric deposition of microplastics in urban, rural, forest environments: A case study of Thulamela Local Municipality",Mutshekwa T.; Mulaudzi F.; Maiyana V.P.; Mofu L.; Munyai L.F.; Murungweni F.M.,2025,peer_reviewed,PLOS ONE,science,ecological,10.1371/journal.pone.0313840,03/07/2026,include,,DOC050.pdf
DOC051,"Airborne microplastics in China: Assessing urbanization, weather factors and policy implications from the nationwide study",Nafea T.H.; Xu Y.; Chan F.K.S.; Xu Y.; Xiao H.; Xu H.; Ji D.; Wang C.; Zhou J.L.; He J.,2025,peer_reviewed,Journal of Cleaner Production,science,sources,10.1016/j.jclepro.2025.147325,03/07/2026,include,,DOC051.pdf
DOC052,A comprehensive review of microplastics in India as emerging air pollutants with implications for current trends and future perspectives,Verma S.K.; Kumar R.,2026,peer_reviewed,Discover Public Health,science,review,10.1186/s12982-026-02510-z,03/07/2026,include,,DOC052.pdf
DOC053,Integrating the quintuple helix approach into atmospheric microplastics management policies for planetary health preservation,Dewika M.; Markandan K.; Nor Ruwaida J.; Sara Y.Y.; Deb A.; Ahmad Irfan N.; Khalid M.,2024,peer_reviewed,Science of the Total Environment,science,policy,10.1016/j.scitotenv.2024.176063,03/07/2026,include,,DOC053.pdf
DOC054,Microplastics: A Review of Policies and Responses,Munhoz D.R.; Harkes P.; Beriot N.; Larreta J.; Basurko O.C.,2023,peer_reviewed,Microplastics,science,policy,10.3390/microplastics2010001,03/07/2026,include,,DOC054.pdf
